report_date,market,open_interest,nc_long,nc_short,nc_spread,comm_long,comm_short,nonrept_long,nonrept_short
2017-06-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,225549,39736,94763,15450,143746,81444,26617,33892
2017-06-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,210617,34160,84713,8690,144233,83337,23534,33877
2017-06-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,171840,39498,89457,3947,112255,44243,16140,34193
2017-06-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,183705,38254,99604,4415,123453,41443,17583,38243
2017-07-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,207597,43648,118684,4720,141824,43641,17405,40552
2017-07-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,239786,40778,152903,5793,174866,41714,18349,39376
2017-07-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,250071,37419,164338,5428,188763,41117,18461,39188
2017-07-25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,235140,28018,149507,6285,180207,41743,20630,37605
2017-08-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,242876,36445,148641,8261,178378,53446,19792,32528
2017-08-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,232827,39810,135623,6950,165991,55822,20076,34432
2017-08-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,215090,43308,120800,6151,145227,56054,20404,32085
2017-08-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,215457,45162,119248,6012,142448,59657,21835,30540
2017-08-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,209890,43889,112413,4752,138466,63262,22783,29463
2017-09-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,213200,47285,120230,4061,136437,58205,25417,30704
2017-09-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,200444,40642,97939,8902,127392,59890,23508,33713
2017-09-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,185352,42435,93757,4949,120365,53357,17603,33289
2017-09-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,207097,42963,114310,6594,140482,50047,17058,36146
2017-10-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,246889,58770,143413,10988,160230,53797,16901,38691
2017-10-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,254124,51655,153074,10707,173289,49943,18473,40400
2017-10-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,257087,55010,156296,11073,174720,51833,16284,37885
2017-10-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,282230,60077,176934,9666,195330,48338,17157,47292
2017-10-31,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,277706,54585,173454,10152,196707,48090,16262,46010
2017-11-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,287936,54336,182184,8598,206955,51547,18047,45607
2017-11-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,283628,49347,185346,9710,207213,45266,17358,43306
2017-11-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,261019,44382,166984,8251,191725,44944,16661,40840
2017-11-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,244536,39793,150433,7628,178434,47467,18681,39008
2017-12-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,238077,34766,149033,10973,174129,42101,18209,35970
2017-12-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,250581,31747,145870,15289,186472,47517,17073,41905
2017-12-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,223424,36874,151247,3261,166728,30125,16561,38791
2017-12-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,232428,44269,160355,3519,165875,33387,18765,35167
2018-01-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,230564,39592,161358,4326,166322,31450,20324,33430
2018-01-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,233144,37376,162912,3145,172910,32017,19713,35070
2018-01-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,236305,38152,157502,2185,169016,45988,26952,30630
2018-01-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,241136,37260,160130,2938,174505,47872,26433,30196
2018-01-30,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,260237,47828,162524,3046,177727,67523,31636,27144
2018-02-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,249478,39108,151984,2924,179016,66717,28430,27853
2018-02-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,260170,42299,157808,3099,180507,73346,34265,25917
2018-02-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,271271,45634,153972,4348,184131,86808,37158,26143
2018-02-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,263066,44539,141190,4488,180046,91470,33993,25918
2018-03-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,277327,50057,136902,5252,184721,107840,37297,27333
2018-03-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,279671,44296,123835,5042,193621,122875,36712,27919
2018-03-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,160250,47902,69901,4218,75371,57968,32759,28163
2018-03-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,162038,56544,60212,4634,64904,72327,35956,24865
2018-04-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,148818,48053,44481,3095,63665,74952,34005,26290
2018-04-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,151202,49855,47094,2327,64798,75124,34222,26657
2018-04-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,147319,49433,46842,1874,61662,73859,34350,24744
2018-04-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,155237,59253,58670,3109,66251,65056,26624,28402
2018-05-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,160337,57349,58754,2719,72708,65387,27561,33477
2018-05-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,157576,51812,57274,3777,74829,66084,27158,30441
2018-05-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,163411,64926,61246,3457,69058,65583,25970,33125
2018-05-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,175316,73836,76603,2254,74538,55437,24688,41022
2018-05-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,171339,63182,71218,6736,73606,57067,27815,36318
2018-06-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,146448,52060,55497,5619,62362,52615,26407,32717
2018-06-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,166877,60609,55557,2500,79424,67648,24344,41172
2018-06-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,154641,46565,82127,1908,80588,35571,25580,35035
2018-06-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,153566,44430,78651,2725,81943,34931,24468,37259
2018-07-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,168360,49990,88720,3277,92429,36730,22664,39633
2018-07-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,182066,60563,100395,2292,98735,35381,20476,43998
2018-07-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,215413,77021,135671,2844,116336,31168,19212,45730
2018-07-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,200427,49993,123762,2489,128268,30622,19677,43554
2018-07-31,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,197566,48016,116473,3731,126011,32904,19808,44458
2018-08-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,187902,46136,108943,4018,118196,31838,19552,43103
2018-08-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,185834,49369,107737,3449,111729,31519,21287,43129
2018-08-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,189698,54116,101522,5302,108223,39523,22057,43351
2018-08-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,185082,50230,96271,5596,108721,40148,20535,43067
2018-09-04,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,185347,47572,99504,5447,110072,35048,22256,45348
2018-09-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,193428,48057,101943,3736,117043,42746,24592,45003
2018-09-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,200221,49752,113507,3437,126444,33270,20588,50007
2018-09-25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,215376,47253,131972,2267,144358,31201,21498,49936
2018-10-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,252277,56074,170120,4572,169666,33666,21965,43919
2018-10-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,253374,47034,162235,2967,181744,43542,21629,44630
2018-10-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,211210,30096,130717,2736,157934,38313,20444,39444
2018-10-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,205643,29922,122726,3062,151773,38623,20886,41232
2018-10-30,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,203113,28854,120474,4011,147740,40278,22508,38350
2018-11-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,209453,33060,122182,3157,152591,39149,20645,44965
2018-11-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,231730,40192,142486,1902,167316,40964,22320,46378
2018-11-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,223144,33462,133527,4361,162783,41293,22538,43963
2018-11-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,231711,35817,140141,5585,168772,42539,21537,43446
2018-12-04,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,226835,32717,142483,4433,162776,41606,26909,38313
2018-12-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,213055,25495,123101,4172,156500,40509,26888,45273
2018-12-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,214868,26957,129728,3291,163202,45003,21418,36846
2018-12-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,224458,33281,132370,4134,162784,52498,24259,35456
2018-12-31,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,216224,32712,121335,2861,158287,57213,22364,34815
2019-01-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,230524,42727,104041,3580,151121,92295,33096,30608
2019-01-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,229295,38686,85107,4886,149550,110131,36173,29171
2019-01-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,212563,28403,68070,4789,145235,111292,34136,28412
2019-01-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,204816,27001,60346,5091,142933,110842,29791,28537
2019-02-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,192789,20752,52162,5619,138872,105949,27546,29059
2019-02-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,185725,24541,55283,4782,129601,95886,26801,29774
2019-02-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,184023,24844,62305,4870,128168,87695,26141,29153
2019-02-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,186158,27365,67019,4429,128100,82476,26264,32234
2019-03-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,207083,33421,84727,6839,137804,79142,29019,36375
2019-03-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,196766,22144,80925,6174,137778,74489,30670,35178
2019-03-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,158074,20081,79302,4937,111481,37929,21575,35906
2019-03-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,157145,18323,80444,4652,109519,39727,24651,32322
2019-04-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,156838,20462,83203,2799,109231,36315,24346,34521
2019-04-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,165736,19914,91434,2327,115660,38131,27835,33844
2019-04-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,200018,31807,118913,1244,137180,39680,29787,40181
2019-04-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,207316,28121,122535,1114,146962,42469,31119,41198
2019-04-30,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,203323,20578,120177,1575,150553,41944,30617,39627
2019-05-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,201462,25869,117586,3276,144412,40862,27905,39738
2019-05-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,180573,35915,97495,4540,112901,43105,27217,35433
2019-05-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,170834,27540,82732,4472,113574,48957,25248,34673
2019-05-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,169790,25803,81380,4671,110775,51158,28541,32581
2019-06-04,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,167810,27437,71826,5387,104461,59919,30525,30678
2019-06-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,169387,20786,65951,6712,112117,66547,29772,30177
2019-06-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,123629,28169,44734,3906,63256,45768,28298,29221
2019-06-25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,139439,31090,41237,9114,65772,61991,33463,27097
2019-07-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,139355,34198,35425,7645,66542,67869,30970,28416
2019-07-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,135737,35346,38997,4299,69473,64989,26619,27452
2019-07-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,130304,32905,44285,3690,67152,57512,26557,24817
2019-07-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,136245,34642,44019,4368,69196,63158,28039,24700
2019-07-30,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,138842,37028,41246,4231,69070,66712,28513,26653
2019-08-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,153338,46225,35664,4975,67882,86529,34256,26170
2019-08-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,160271,51764,27022,8094,68708,98250,31705,26905
2019-08-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,154662,49984,18830,4405,66338,104320,33935,27107
2019-08-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,157862,59795,26188,3714,60327,99944,34026,28016
2019-09-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,157788,57222,29540,4094,58451,97429,38021,26725
2019-09-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,151397,56579,23988,6889,55208,94409,32721,26111
2019-09-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,130940,50842,26980,1540,49738,80331,28820,22089
2019-09-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,142026,45759,32976,7071,59437,78841,29759,23138
2019-10-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,151860,57893,43976,3343,59504,80137,31120,24404
2019-10-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,150019,52803,41791,4020,64209,79599,28987,24609
2019-10-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,157707,46416,53057,2756,81307,71535,27228,30359
2019-10-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,159250,41556,59721,3222,87258,66682,27214,29625
2019-10-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,163486,39185,58883,4054,92543,67446,27704,33103
2019-11-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,177106,43996,70601,5792,101217,66522,26101,34191
2019-11-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,183480,43964,78961,3471,106504,67386,29541,33662
2019-11-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,182445,45423,80454,2708,102992,67501,31322,31782
2019-11-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,196894,49278,88869,4482,115116,68413,28018,35130
2019-12-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,214223,48312,96135,6777,126334,76981,32800,34330
2019-12-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,198700,41843,85525,7135,122108,70477,27614,35563
2019-12-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,178529,43418,85480,4601,102748,54004,27762,34444
2019-12-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,173142,40592,74134,3349,99923,61911,29278,33748
2019-12-31,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,174966,43668,68970,6136,97526,62360,27636,37500
2020-01-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,162094,47846,60094,3966,82055,64595,28227,33439
2020-01-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,183863,49720,81150,3882,100226,61710,30035,37121
2020-01-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,203579,50596,95297,3462,117694,65587,31827,39233
2020-01-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,184919,45676,81701,2658,110412,63226,26173,37334
2020-02-04,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,190079,57672,79570,2487,105438,71114,24482,36908
2020-02-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,193822,54805,80993,2879,111167,70770,24971,39180
2020-02-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,203631,58605,85826,3225,116686,73909,25115,40671
2020-02-25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,223904,53855,110244,2697,144064,69816,23288,41147
2020-03-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,198404,50598,92922,5109,120130,70043,22567,30330
2020-03-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,159128,61732,53575,2320,70545,76931,24531,26302
2020-03-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,125769,57286,24351,2386,42873,78049,23224,20983
2020-03-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,125594,56528,32665,1546,48777,69252,18743,22131
2020-03-31,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,120270,48444,30162,534,53154,68221,18138,21353
2020-04-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,118595,49249,26839,530,51300,70904,17516,20322
2020-04-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,122929,49863,27220,1037,48656,75435,23373,19237
2020-04-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,128272,53730,27704,818,52383,78188,21341,21562
2020-04-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,143835,59962,27636,751,56947,93684,26175,21764
2020-05-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,152042,56634,29420,402,68783,101620,26223,20600
2020-05-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,153370,56307,28370,1411,72360,101599,23292,21990
2020-05-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,147975,52038,24568,1381,71027,98736,23529,23290
2020-05-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,156827,57873,23266,2581,74238,108460,22135,22520
2020-06-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,158743,61958,29379,3398,72106,100594,21281,25372
2020-06-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,155159,48862,31400,2898,82366,95668,21033,25193
2020-06-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,127287,43126,21016,840,64304,86449,19017,18982
2020-06-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,144549,50490,23032,498,68487,102372,25074,18647
2020-06-30,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,137362,42755,18894,2195,68918,97342,23494,18931
2020-07-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,138313,44043,27231,916,70580,88421,22774,21745
2020-07-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,135263,45111,26785,342,67691,87431,22119,20705
2020-07-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,142686,50854,31547,1755,65447,92194,24630,17190
2020-07-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,170269,62924,34417,1091,73649,115708,32605,19053
2020-08-04,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,157968,52073,20644,936,74165,120290,30794,16098
2020-08-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,150149,48158,21142,1992,72712,107449,27287,19566
2020-08-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,147076,41717,21133,2021,73149,105667,30189,18255
2020-08-25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,147553,44978,21362,2199,73477,103640,26899,20352
2020-09-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,145922,46654,17050,1922,70342,108353,27004,18597
2020-09-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,151546,44850,23108,4615,73161,105346,28920,18477
2020-09-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,148912,50360,27471,910,69658,104286,27984,16245
2020-09-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,169251,59033,29452,1684,76239,119883,32295,18232
2020-09-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,158298,47535,22746,959,79984,116054,29820,18539
2020-10-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,163024,45779,24677,960,86102,119068,30183,18319
2020-10-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,165616,47245,27269,1558,86989,117085,29824,19704
2020-10-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,166091,46524,32341,736,88750,115778,30081,17236
2020-10-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,177622,46131,28238,631,94605,131414,36255,17339
2020-11-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,184751,51012,22914,743,97895,145570,35101,15524
2020-11-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,183518,55644,13750,1183,96135,151491,30556,17094
2020-11-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,165073,40313,10646,312,92697,137577,31751,16538
2020-11-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,179503,54472,14230,608,93462,148259,30961,16406
2020-12-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,185873,62449,14946,539,90038,153443,32847,16945
2020-12-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,193326,63585,15419,3224,92587,159561,33930,15122
2020-12-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,193317,65376,21413,2959,90761,153874,34221,15071
2020-12-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,196845,66970,20877,2480,93605,156671,33790,16817
2020-12-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,194454,63577,16227,2297,95149,161535,33431,14395
2021-01-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,206963,69163,18973,2897,98129,171246,36774,13847
2021-01-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,190811,63857,13337,1221,94609,156406,31124,19847
2021-01-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,191540,64143,14129,1297,94924,159866,31176,16248
2021-01-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,193822,63463,18471,461,96095,157655,33803,17235
2021-02-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,190948,69602,24973,1100,95041,140921,25205,23954
2021-02-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,183901,60719,26101,1595,92849,129722,28738,26483
2021-02-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,188119,66732,29550,2613,92764,128250,26010,27706
2021-02-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,183247,66670,38048,1708,89663,117750,25206,25741
2021-03-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,189270,61259,41989,4361,101787,113100,21863,29820
2021-03-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,211347,64027,57513,5208,122099,111283,20013,37343
2021-03-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,145951,26003,65371,2110,99385,43104,18453,35366
2021-03-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,160581,27524,81049,1554,112098,39186,19405,38792
2021-03-30,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,166091,24724,84205,1414,121115,40234,18838,40238
2021-04-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,164310,26794,84783,763,117846,39309,18907,39455
2021-04-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,165431,27682,85994,772,119216,40446,17761,38219
2021-04-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,162649,26617,86436,2059,115715,39632,18258,34522
2021-04-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,154894,29673,78182,1235,103999,42071,19987,33406
2021-05-04,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,152676,31208,72700,2088,99092,44761,20288,33127
2021-05-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,152404,30491,72219,2217,99644,44421,20052,33547
2021-05-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,154727,24965,75913,2843,107486,43385,19433,32586
2021-05-25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,153196,24163,74319,2536,107377,46024,19120,30317
2021-06-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,162091,29462,76577,2472,110690,48111,19467,34931
2021-06-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,161592,27248,64562,4243,108879,54611,21222,38176
2021-06-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,155359,22974,69824,708,112798,47481,18879,37346
2021-06-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,190545,34118,87980,1194,138242,62072,16991,39299
2021-06-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,195698,27380,97275,657,149165,57450,18496,40316
2021-07-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,205341,31625,100761,1308,155707,63576,16701,39696
2021-07-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,203727,40440,96690,1051,145716,70980,16520,35006
2021-07-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,192301,35474,91205,555,138577,67311,17695,33230
2021-07-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,196102,32975,92909,719,143819,68805,18589,33669
2021-08-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,189242,30409,85599,1063,136596,68989,21174,33591
2021-08-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,206131,36684,97341,461,151720,68459,17266,39870
2021-08-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,196495,27532,90740,1404,147403,69312,20156,35039
2021-08-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,194477,26763,93434,1022,147612,65542,19080,34479
2021-08-31,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,193999,29030,92160,1165,144849,65434,18955,35240
2021-09-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,204435,29704,92029,4250,151585,73003,18896,35153
2021-09-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,192088,21728,82023,1694,146716,78681,21950,29690
2021-09-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,191213,22844,78915,2004,146680,80086,19685,30208
